1,1.000000,1.000000
2,1.693351,0.846676
4,3.451327,0.862832
6,3.863777,0.643963
8,7.761194,0.970149
10,7.058824,0.705882
12,6.554622,0.546218
14,9.750000,0.696429
16,9.570552,0.598160
18,9.750000,0.541667
20,16.774194,0.838710
22,17.142857,0.779221
